text,label
原来困在大雪之中在车里是寻求不到庇护的开车遇到大雪封山封路是不能躲在车里的估计躲车里的效果就是我们把易拉罐饮料放在冰箱冷冻室里一样的效果原来正确的自救方式是在附近挖一个雪洞然后带好食物藏进雪洞里等待救援在种花家的好处就是这种极端情况武装兔应急兔和蜀黍兔找到你并带你脱困绝对用不了一个月时间那么久你只要别慌保护好自己为他们找到你多争取几天的时间就可以了吧唧R笔记灵感野外生存自救自驾游雪救援,5
圣诞三丽鸥壁纸可爱壁纸优质壁纸三丽鸥壁纸三丽鸥HelloKitty壁纸壁纸手机壁纸今日壁纸卡通壁纸壁纸分享库洛米玉桂狗Melody,5
春漫野开箱发完就去上学白鹿开箱白鹿周边宝宝辅食,4
我感觉我遇到了骗几前两天有个友友说要我的V买东西我说你看背景墙她非说那个不上非要我的电话号码我就不干了然后我举报了她一会他又把他的二维码发给我让我扫失望R还问我了没心里就觉得这可能是骗几我真怕扫了她的码我就完了姐妹们也要注意哦防诈骗袜子店舒适内衣推荐,1
有的人侧脸一般但正脸真的真的绝了女大学生正脸一般侧脸绝了侧脸塌鼻子塌鼻子侧脸扁平脸塌鼻子美女山根低变美化妆变美侧脸淡颜系再塌不能塌鼻梁甜妹,1
当我带着现在的智商回到一年级时①重发悸子念大大说我的风格和她的像所以重换风格呵呵这个风格也是不戳滴今天懒只带一个话题,2
孕33周00后辣妈都说像个假孕妇平面模特孕妇模特孕妇日常辣妈孕期穿搭小麦色孕妇,1
秀场不挑的薄内衣内衣高级感内衣舒适内衣美背比基尼走秀薄杯秀场,4
麻辣鲜香太好吃了椒麻大杂烩追剧的时候吃简直太爽了够麻够辣够入味有荤有素我爱吃的里面都有椒麻大杂烩无骨鸡爪开袋即食,4
老婆镇上教书3000一个月我在乡镇上班5000农村盖个二层小别墅父母孩子就在眼前过平淡生活农村自建房,1
终于提了辞职编辑半天不知道怎么发出去其实根本没什么终于辞了只是今天还要早起上班离职倒计时27天,1
破50赞更淇淇看完不要打我我爱爱官方官方求大热门爱爱爱爱爱爱爱爱官方大大求流量爱官方官方大大求热门,2
每天认识一位艺术家evefarb一组可可爱爱的插画作品有没有被萌到来自插画师evefarb每天分享名画每天进步一点点我是绘梓关注我每天带你认识更多艺家绘本绘本故事卡通画来自星星的艺术家插画插画师分享儿童插画分享插画插画分享每天认识一位插画师每天认识一位艺术家每日艺术分享视觉审美提升治愈系插画治愈系插画师,5
大雪天温暖小屋看书听音乐独享安静时光治愈氛围感放松疗愈助眠解压,5
Live图星星圣诞树圣诞手绳好看鼠啦星星圣诞树搭配经典款手绳圣诞树1克左右星星克左右水贝黄金圣诞节礼物圣诞树黄金少女心黄金转运珠星星女生礼物圣诞节礼物周大福圣诞树靠谱代购推荐手工编绳live图,4
妈妈给女儿买的200万随心配随心配是妈妈是女儿标题党小红薯给流量,1
眼神的转变探讨甄嬛的黑化历程宫斗剧中的大女主都有一条固定不变的模式微笑R那就是进宫之前都是小白兔一般的存在她们看起来都有一些小心翼翼可是随着剧情的发展小白兔逐渐变成了黑化的罗刹扯脸H不懂就问有问必答甄嬛甄嬛传里名场面甄嬛传十级观众甄嬛传重温好剧推荐甄嬛传嬛嬛热播电视剧甄嬛传十级学者甄嬛传重温,2
飞行力和穿梭力都超强的一款纸飞机飞机折纸超酷的一款纸飞机飞行姿态轻盈优美不容易坠落只需一张纸简单易折手工折纸折纸教程创意手工亲子手工童年的纸飞机,5
多年的夫妻更是如此我觉得绝大数夫妻能走到一起几十年绝对不是因为爱走到一起的而是因为算了忍忍吧爱情观原创情侣,1
九个技巧送给你坐位体前屈满分不再遥远体测坐位体前屈女初中生,1
周末赶集我只是想喝水你看我爸给我买的啥周末跟我一起逛集市吧我只是想喝水你看我爸给我买的啥亲子人类幼崽日常,1
玩泥讲恐怖故事希望能火谢谢你们玩泥视频爱上喝水玩泥素材喝水打卡制冰机,5
笑不活了没有对比就没有伤害2023深圳马拉松你们觉得咋样马拉松2023深圳马拉松,2
像昨天不放下手机今天上班睁不开眼的你吗视频为官方视频二改奉劝某些无耻的同行不要恶意举报至少我申明并且剪辑改动了你还用的原视频不是你发布得早视频就是你原创的自己不知道自己几斤几两了吗不要以为你拿小号举报我就不知道你是谁再乱举报我把你所有视频举报下线loopy小海狸loopy小海狸露比Loopy,5
一个月不重样做自己的专属美食下你的独家专属食谱一人食吃什么简单美食下饭菜我家的家常菜更好吃的厨艺家常快手菜开胃解腻,1
两元店自主购物小学生放学后日常今天作业完成的早去逛一逛两元店买了一个的盲袋和我一起拆拆看最近天气冷了户外活动也少有了这个纽特舒玛维生素每天补充营养增强体质班级里好多同学都生病了你们也要注意身体哦小学生日常盲袋维生素d纽特舒玛维生素d纽特舒玛维生素D和免疫力小学生自主购物小学生日常小学生家有小学生我的日常,4
弟弟学籍疑似被人顶用我弟今年中考考上了我们当地的一所高中但是因为我爸常年在国外我弟就出国留学了当时咨询过保留学籍的问题本意是想让他有个后路但是弟弟实在接受不了国内高压的学习节奏就没有保留学籍今天弟弟的高中班主任突然发消息说要他的身高和体重我觉得很奇怪就问老师我弟都不在那上学了为什么要身高体重老是的回复是学籍还没注销学校有学校的政策先把身高体重发过来我就怀疑会不会是有人没考上高中花钱进去顶了我弟的学籍因为这种情况很多年前有过近些年查的严了就不许了但是我弟的学籍刚好空出来了而且在开学初学校还要过我爸妈的身份证号所以就想问一下大家有没有这个学籍被顶的可能性如果真的被顶了该怎么办高中学籍高中学籍,5
要来啦看完再决定搞起来不乐高21344东方快车由2540颗零件组成配有8个人仔色色R国内官方售价2499火车总长哇R如果已经收藏了76405霍格沃茨特快列车的伙伴们还会考虑入这款吗黑薯问号R乐高控乐高搭建我是乐高迷乐高moc乐高野生代言人乐高积木母婴好物,4
外太空是一个神秘梦幻的新世界地铁轨道内的每一处设计都体现着科技的力量和人类的智慧下一站杰克将会带着我们踏足外太空一起领略宇宙的壮丽景观和无尽迷人之处地铁跑酷地铁跑酷全球环游,5
这样学日语真的很快标日初23课文笔记音频浪漫生活的记录者笔记灵感当代读书人笔记灵感日语学习高考日语自学日语日语口语练习小红书成长笔记薯条小助手校园薯,5
参加闺蜜婚礼有多无语周末从合肥到内蒙参加好朋友婚礼认识12年首先我晚上下飞机临上飞机前问我去哪儿住要不要给我订酒店难道不应该提供吗没参加过别人婚礼不懂勿cue我自己安排的住宿第二天和朋友b一起开车去参加晚宴去化妆间看她一脸不屑一顾甚至没有寒暄还怼了朋友b新娘怼的朋友b新郎添油加醋朋友b全程黑脸吃席石化R晚上并没有给我们安排娱乐场所也并没有预留酒店邀请我和朋友b去当伴娘且没有伴娘服我们无所谓伴手礼也没有不是图伴手礼第二天接亲前拍晨袍照片五点起来去她家到十点期间帮忙准备游戏布置没让我们喝水吃点东西她父母也完全没问我们就这样扛到去婆家婆家明知道我们是新娘朋友也没有让我们坐下喝茶吃点心新娘让我们参加婚礼午宴到中午完全没发地址给我和朋友b好好好回去吃了空气赞R赞R,1
我好爱这个视频黑猫罗尔唯一一次没有跟奇迹少女碰拳好处心啊,2
日语单词跟读街歩行店铺店舗灯笼灯籠垃圾垃圾桶箱塑料袋袋乌鸦日语轻松学日语零基础日语学习日语口语日语学习打卡日语单词,5
巨巨巨巨巨巨巨巨巨巨巨辣的江西菜爱吃重油重辣的朋友们看这里了我今天去吃了一家巨巨巨巨巨巨巨巨巨辣的江西菜可是好吃到停不下来嘴里要冒火了孙坚的日记本明星不止AB面,4
日语短文阅读黑色自行车骑上心爱的小摩托种草R昨天我买了辆自行车种草R自行车店里有黑色自行车和红色自行车种草R黑色的7千日元红色的1万日元种草R我没有多少钱所以买了黑色的种草R我想骑着这辆自行车去买东西日语学习日语轻松学学日语日语入门日语学习打卡日语口语学日语日语阅读日语日语听力自学日语自行车,5
右滑帮我变成圣诞树附教程花了8个小时做的圣诞树没有翻车实际花销100元不到就得到一个氛围感十足的圣诞树自己动手成就感十足1纸壳子大家有的情况下就用免费的没有的话可以去快递驿站问小哥没有不用的或者去收废品的地方买很便宜我最大的底座买来才5块钱2中间的柱子如果你没有这么长的柱子那就和我一样分段用热熔胶粘有一点不好就是可能没有那么直柱子长度和高度一样就行了3然后绿色的叶子我是这样裁的从下往上数的1到5层我是卡纸一分为二然后678层是一分为三最上面几层我是逐渐减少然后星星要想饱满就赛点棉花然后用热熔胶粘在一起迫不及待想过圣诞啦笔记灵感圣诞树DIY手工制作我的手工日常自制圣诞树,1
宿管阿姨居然是我妈当我妈是宿管阿姨时大学四年又是一种什么体验今天妈妈教会我3件事如何处理室友关系吃饭的坠佳顺序手机软件提高学习效率学生时代这个视频有点料热门处理宿舍关系室友关系男女关系吃饭减肥塑形运动打篮球体育生学习效率学习软件大学生学生宿舍女生宿舍宿管阿姨,2
毕业8年连个两千的助学贷款都还不起还去打那没有赢面的官司人生真悲哀,3
哆啦A梦或许还记得当年那个约定吧欢迎取图多啦a梦二次创作原创竹蜻蜓约定假日citywork每日壁纸遇见美好,5
映雪风花手机壁纸雪一直下手机壁纸每日壁纸送你好看的手机壁纸全屏壁纸高清壁纸唯美壁纸风景壁纸治愈壁纸今日份壁纸为天空拍张一寸照笔记灵感,5
和大家聊聊副业首先声明我是分享我的经历我确实赚得不少除了我原公司竞业协议的固定工资我的副业偶尔也许比很多人一年还多但是不稳定接触到这些公司的方法很多可以自己根据目标项目比如太阳能五金食品服饰任何自己觉得稍微熟悉的产品在网上找对应熟悉产品然后去海关总署上找可供出口的公司名称再去找或者在领英上发我是在国外的时候无聊海关网站找而且是完全不懂的行业想要挑战自己发了邮件咨询他们公司业务后来他们问我要不要为他们在中国推广我服务的公司他们的产品此前从来没有在中国卖出过所以只是一句空话如果我干成了给我提成干不成大家都没有损失而中国市场这块蛋糕任何国外公司都想分一块所以我当时花了1天时间在淘宝和京东找同类型产品仔细翻所有能找到的标签公司名称登记在Excel上后来每天给这些公司电话说明自己代表的公司和产品以及对方的需求和意向如果对方感兴趣需要样品则马上让国外安排寄过来任何国外工厂都会愿意毕竟是最低的成本有着可能性的最大收益当然很多人会毫不客气挂你电话这很正常前期你来我往周期会比较长过程中自己需要了解你推广的产品规格特色优势等到也就是你需要最短时间成为这个产品的专家不懂没有关系可以和国外沟通请教也可以和客户请教未来谈成的订单需要跟进生产进度标签船期质量等等问题因为你的服务质量决定了后续能否持续稳定输出所以不要想着任何一次性收入要懂得维护长期饭票而且熟悉之后很多客户会慢慢给你介绍新客户这类基本都是可以成交的客户所以真诚永远是必杀技国外给我的是美金按照客户合同订单比例提成而自己只需要向自己的银行提供你和国外的协议合同我让ChatGPT帮我做的简单合同让国外盖章银行就会帮你入账美金且不需要报税篇幅有限就说到这里了希望大家都可以独立自信逆境中可以突破重围逆风翻盘那些赚钱的副业经济独立努力搞钱我的兼职日常努力赚钱副业只想搞钱外贸分享进口外贸,1
冬天的纳木错真的很惊艳照片拍不出眼睛看到的十分之一的美纳木错拉萨旅行冬游拉萨,1
全网寻找我的BFF期待已久的本月福利又鲨疯了这次要让我的BFF实现吃鸡自由只要爱吃麦当劳我们就是永远的好朋友BFF揪10位各送500元餐券抽奖时间11月29日12月5日开奖时间12月6日1500麦当劳麦当劳福利宠粉福利麦当劳宠粉BFF吃鸡麦辣鸡翅脆汁鸡麦乐鸡麦麦麦当劳铁粉麦当劳忠实粉丝每天都吃麦当劳麦当劳抽奖免费吃薅羊毛,4
好听到让耳朵怀孕的宝宝好名字宝宝取名宝宝起名取名取名字改名字宝宝取名字新生儿起名字起名改名名字男孩起名女孩起名孕晚期,1
房东耍赖说我们没给房租怎么办我群里的宝贝看图流氓不懂就问有问必答不懂就问,1
口感的日语表达星R口当星R食感星R舌触星R歯触星R食応星R喉越向右R有嚼劲歯応多种日语表达日语知识干货日语笔译日语口译日语学习日语翻译,5
每天都来枕头中间尿一下也不知道最近怎么了每天痴迷于来两个枕头中间尿尿有时候一天尿一次有时候3次还好我买的床单够多兔里兔气宠物图鉴我家的妈宝宠物兔兔宠物薯,1
宁静的夜也许因为这个世界有白昼也有黑夜有冬天也有春天所以光明总是与黑暗交错寒冷总是和温暖相随一张图片制作风景大片治愈系风景手机壁纸,5
炸酱面美食以后想吃炸酱面你就像我这样做酱香浓郁做法简单又美味炸酱面美食,1
外酥里嫩蒜香浓郁超好吃的蒜香椒盐排骨小红书爆款美食推荐宅家美食日记椒盐排骨懒人食谱美食日常超下饭的家常菜,1
深圳你不宣传这个地方你糊涂啊人流量比起弘法寺少很多虽然位置会比较偏但是周末出来呼吸下山里的空气也不戳是深圳海拔坠高的寺庙周边还有好多打卡点挺集中的也离得不远例如云海广场三洲田水库梅沙尖森林小火车茶溪谷等都挨得近还都是免费的可以一次玩两三个地方了到寺庙大门口需要爬大概十分钟的阶梯也有不爬山直接坐专线到寺庙门口的路线但其实爬的时间并不久可以爬爬锻炼身体寺庙门口可以免费领三炷香寺庙挺大的比较出片处在四面观音到四面观音也需要爬一段长长的阶梯很壮观顶上可以俯瞰东部华侨城和三洲田水库景色好养眼真的很值得去一趟很舒服的出行门票免费盐田路地铁站出站打车或者坐云海专线C打车价格30左右云海专线一人15人如若两人以上出行建议打车又快又不用挤公车自驾导航大华兴寺停车场寺庙开放时间周一至周五8001700周末及节假日8001730假日citywalk深圳周末去哪儿来拍照了深圳周末做什么寺庙笔记灵感户外户外徒步遛娃好去处寺庙祈福,2
学校做番茄冒菜的爷爷成了稀缺人才标题是窗口阿姨的话原封不动记录下来的时候还是觉得很好笑这个冬天吃了多少次番茄冒菜其实我都记不清了只是有一次路过自选麻辣烫窗口发现增加了番茄冒菜的选择所以好奇尝了下结果舌尖碰到了新大陆后来一发不可收拾了酸甜这样的形容都有点片面和无力这个番茄原汤真是熬得很好的每次吃完还会喝光权当原汤解原食所以等候的时候趁没人和窗口阿姨说这个番茄汤做得真是不错我这个冬天都来了好多好多回了希望寒假的时候自己在家能试试不过我觉得不好模仿阿姨说我知道你番茄冒菜五号嘛每次都碰巧给你拿的五号就记住了阿姨后面的话也很好玩她说哎呀别说是你们了做番茄汤的是专门的一个爷爷我每天在窗口里转来转去偷偷看过好几次也没搞明白人家怎么做的反正就是很好吃真是这样上次我来得很早这个阿姨就说今天做番茄汤的那个爷爷请假了早上只做了一点儿就走了看来今天只有你这一碗了我就在想果然是这技多不压人呐掌握一门技术也好学问也罢有总比没有强会总比不会好要是还能做到不可替代让别人想学习嘿您猜怎么着那真是盖了帽了笑哭R最爱麻辣烫大学食堂学校食堂冒菜超好吃的冒菜番茄,1
金靖她是真的啊笑发财了搞笑还得是金靖导演面前无怯场只有更牛的金靖你完全想不到她会出什么梗王牌对王牌,2
有些猫从背后看确实挺圆的躺下去就送我家宠物上墙我家宠物好可爱我的萌宠猫咪日常云吸猫治愈日常我的猫,1
带货爆款日语怎么说星R带货販売促進向右R直播带货星R爆款超人気商品超商品爆売商品星R公众人物影響力人物中在综艺节目中流量小生的带货能力堪称一流日番組注目的呼男性販売促進力一流過言多种日语表达日语知识干货日语笔译日语口译日语学习日语翻译,5
live我的相机里装满了海光才是一切氛围感的源头这才是live图的意义我拍到的治愈画面海live波光粼粼发光夏天审美笔记灵感infp氛围感来自星星的艺术家INFP精神世界摄影薯,1
hayday卡通农场每种机器最贵食材12月版月冬季更新新加入食材奶昔这里将有全部的hayday机器最贵食材更加详细的介绍哦这里列表了所有机器可以食材的最贵食材在货架上价格最贵并进行了排序派对R派对R派对R卡通农场hayday卡通农场卡通农场hayday卡通农场三叶hayday三叶卡通农场攻略时隔多年再玩卡通农场卡通农场社区卡通农场社区招新食材卡通农场食材大全,5
整套不到3000元一米五底滤鱼缸是不是超值可以设计为溪流缸兰寿缸海缸等尺寸15045金晶五线超白玻璃瓦克121专用胶直角溢流单上单下全套管件四格底缸加双层干湿分离盒铝合金底柜细节按需调整有需要的朋友找我哦鱼缸生态鱼缸鱼缸造景兰寿,4
手机壁纸姓氏壁纸HelloKitty系列绘画壁纸姓氏手机壁纸送你好看的手机壁纸高清壁纸可爱壁纸每日壁纸kittyHelloKitty壁纸,5
