text,label
原来12年那会做tb真的是捡钱原来上大学就靠审美差异在赚钱了大学毕业因为这个tb店去了广州一心想干到皇冠可惜还差一颗钻就到了每次我都在快要完成前觉得索然无味可能每次都把现实价值实现当成了游戏真的是喜欢所以才有那么多蛮劲不过那会是真的很好做这个店2011年到现在也是12年了就在tb找点品牌外贸支个灯铺一个纸重新拍照包装23倍买也不愁生意12年的网红还是左岸潇古早的记忆闪现hm的合作款饰品还是年轻人眼里时髦的象征没想到人生最接近财富自由的时候是刚毕业的那一把扯脸H看到很多广州朋友为了资源和更好做生意嫁给一个无所谓喜不喜欢的人当时的形式也很尴尬要么allin转型做打版要不找一个有助攻的另一半转型就得更多压力管理能力舔男人我是真的不会所以只能开始去上班了whatever幸好现在已经自洽了我可以穷开心赚点自己能赚的钱至少还有其他时间去发现下一个自我实现,3
广州高铁直达愿意去一万次的绝美古镇如果不想上班了推荐你来这座藏在江门的治愈古镇走走从广州高铁出发直达古镇有着370多年历史600多座壮观的骑楼充满浓郁的民国风情漫步在青石路上细细品味民国的市井风情这里也是让子弹飞一代宗师等电影的热门取景地广东赤坎古镇侨乡国际旅游度假区高铁可到开平南站约20分钟车程到景区两天一夜攻略广州南赤坎华侨古镇美堂酒店和平广场赤坎镇站坐铛铛车兴隆牛肉火锅逛夜景赤子广场赤坎早茶客游客中心码头关氏码头堤西路堤东路南园餐厅返程景点打卡攻略赤坎镇站古镇zui热门的打卡景点之一复古铛铛车穿梭在各个街区沉浸式体验南洋风情全程大概30分钟游客中心码头早上记得来码头坐次摇橹船看古镇两岸的骑楼风貌感受小镇的风情古朴赤子广场白天有不同的非遗演出英歌舞咏春拳龙舟竞赛国潮醒狮夜晚有必看的灯光秀赤坎舞火龙和平广场白天在这里喂鸽子逛教堂晚上打卡复古市集好不惬意骑楼老街从堤西路走到堤东路中西合璧建筑群沿河而建一路能看到铛铛车和摇橹船来这里无论怎么拍都很出片水上项目在游客中心旁还有水上皮划艇适合亲子情侣游玩皮划艇非常考验平衡能力喜欢的挑战自己的小伙伴别错过美食推荐赤坎早茶客清晨逛逛烟火气十足的老街体验一回推荐虾饺皇和蒸排骨我一个人炫了十几份晚餐可以选择兴隆牛肉火锅或者南园餐厅新会陈皮老鸭汤蜜汁脆皮靓叉烧都是必点的替你们试过了好吃不踩雷难道就我一个人喜欢拍天空吗笔记灵感我的私藏旅行路线周末去哪儿广州拍照治愈系风景国内旅游日常江门拍照江门攻略江门旅游攻略,5
GoodMorning吃早餐吗snoopy史努比snoopy史努比,1
国内薪资为什么要以k为单位我觉得吧可能是为了显得多dogedogedoge不然kkk听起来多寒碜啊要不是用不习惯我都想用百来当单位捂脸R你们喜欢用k来当单位还是用w做单位啊害羞R赚钱职场日常薪资职场工资宝宝辅食,1
在广州你们房租多少钱一个月我在白云区大单间1230吧唧R,5
万家灯火不及小家烟火日有小暖岁有小安浪漫生活的记录者我和AI有画说唯美壁纸童话世界日常碎片PLOG小家不将就温馨小窝笔记灵感从第几张开始心动人间烟火用心记录生活的美好记录生活平淡生活里的光治愈自己,5
我是家里厂里上班的平时也是拿爸妈发的工资但是结婚以后彩礼加上酒席各种花销花了爸妈挺多钱的然后爸妈说花销太大以后工资不发了结果导致我年纪轻轻过上吃老婆软饭的日子心里觉得很憋屈如果早知道这样我宁愿裸婚了现在害得我老婆一起受苦哭惹R,3
学校做番茄冒菜的爷爷成了稀缺人才标题是窗口阿姨的话原封不动记录下来的时候还是觉得很好笑这个冬天吃了多少次番茄冒菜其实我都记不清了只是有一次路过自选麻辣烫窗口发现增加了番茄冒菜的选择所以好奇尝了下结果舌尖碰到了新大陆后来一发不可收拾了酸甜这样的形容都有点片面和无力这个番茄原汤真是熬得很好的每次吃完还会喝光权当原汤解原食所以等候的时候趁没人和窗口阿姨说这个番茄汤做得真是不错我这个冬天都来了好多好多回了希望寒假的时候自己在家能试试不过我觉得不好模仿阿姨说我知道你番茄冒菜五号嘛每次都碰巧给你拿的五号就记住了阿姨后面的话也很好玩她说哎呀别说是你们了做番茄汤的是专门的一个爷爷我每天在窗口里转来转去偷偷看过好几次也没搞明白人家怎么做的反正就是很好吃真是这样上次我来得很早这个阿姨就说今天做番茄汤的那个爷爷请假了早上只做了一点儿就走了看来今天只有你这一碗了我就在想果然是这技多不压人呐掌握一门技术也好学问也罢有总比没有强会总比不会好要是还能做到不可替代让别人想学习嘿您猜怎么着那真是盖了帽了笑哭R最爱麻辣烫大学食堂学校食堂冒菜超好吃的冒菜番茄,3
今天是11月23日祝你生日快乐派对R派对R生日贺图不二马大叔我不是胖虎一起长大漫画搞笑损友,2
经济舱第一排遇到金融的概率也忒高了吃瓜R秀才感觉每次都能碰见扯脸H有啥美元VC在那里宏大叙事说要投AIGC时代的字节跳动石化R讲的原理还是秀才17年本科实习的那一套得意R有早期投资人说要在赛道里面布局的叹气R有PE在飞机上改DCF模型的doge有投行人在那里刷募集的吃瓜R有在补课芯片战争的主要还是差标不允许飞公务常年来来回回飞又都变成白金卡会员可以抢座前排了金融国航飞机滚烫的二十多岁投行PEVC投资人,5
蛋仔派对抽奖丨抽到羊蜜了耶只花100抽到了羊蜜哇R之前答应过她羊蜜返场就给她抽一个的斜眼R听说保底300充了328没有想到100就抽到了偷笑R真是幸运女神眷顾了呢派对R,2
深圳18家会反复去吃的美食附地址100家探店计划深圳美食深圳吃喝玩乐美食我的美食日记美食分享美食日常美食合集深圳美食合集美食攻略城中村美食福田美食南山美食罗湖美食街头小吃,4
楼道献爱心变强制突然就说需要捐钱也不说用在哪里给谁用后续跟进如何一开始还是让大家随机献爱心然后就变成点名谁谁谁没给了怎么不让年轻人活了是吧还想捞一笔据说是给居委会的每次找他们办事盖章还需要送礼现金才肯多看一眼平时喊人都不在的这我需要给他们捐款有没有搞错啊就给贫困儿童十块都可以过很久为什么要给居委会啊还是所谓楼长来强制性负责什么都是强制性还有很多人觉得小钱就算了我花十块钱开通会员还能让我快乐服务于我呢我给他们能获得什么还要嫌弃我给的少我真的搞不懂搞不懂,5
超清壁纸梵高系列033每日壁纸高清壁纸全屏壁纸壁纸梵高壁纸分享可爱壁纸神仙壁纸致敬梵高,5
手写壁纸岁月欢喜一步步岁月欢喜一步步成就人间朝与暮浪漫生活的记录者我的书法分享写字是一种生活手写壁纸小楷书法手机壁纸书法手机壁纸今日壁纸手写手写文案惊艳千年的古诗词,5
叮当为啥这么喜欢弹舌的声音呀rrr人类幼崽成长计划家有萌娃大眼萌娃人类幼崽人类幼崽可以多可爱用小红书记录宝宝成长人类幼崽迷惑行为人类幼崽日常宝宝日常,1
哈哈哈不会亚洲蹲的小朋友日常奶凶奶凶的乔治弟弟不会亚洲蹲笑的我哈哈哈哈哈哈哈人类幼崽可以多可爱混血宝宝亚洲蹲可爱宝宝人类幼崽日常,1
南京你不宣传它你糊涂啊啊啊谁懂啊吃了很多年的小店是我私藏南京旅游攻略南京芝士芝士控披萨,4
色厲內苒的傢夥大笑R大笑R大笑R我的小院庭院设计景观日常生活里的快乐瞬间,5
让老公体验孕妇的一天让老公体验孕妇的一天亲身体验过之后才发现母亲真的太伟大了要是这期破十万赞下一期让老公体验分娩怀孕孕妇准爸爸搞笑怀孕不易,1
大理喜洲古镇旁的平层大院子别墅安静文艺大理喜洲古镇旁的平层大院子别墅安静文艺的田园小院梦中情房客厅装修灵感库别墅设计大理旅居设计室内设计空间美学大理租房新中式风格的家装修案例大理民宿大理洱海一镜到底喜洲古镇大院子别墅平层别墅小红书创作助手小红书视频号小红书成长笔记小红书创作学院,5
见过了大雪我才真正感受到了阿勒泰的冬天看雪日记0612月的第一场雪没曾想到下了足足一天一夜地上的积雪又厚了几十公分下雪天走在路上除了雪花会飞到脸上外就没什么不好的体验了没平常那么冷没有刺眼的反光满天密集的雪束将视野缩至前方百十米内一抬头便能看清眼前整片天地车子和人都缓慢前行只有雪飞快地飘落下落无声无息像吸音棉一样令眼前这片世界安静极了还是会不自觉停下来想听听雪落的声音发现只有我呼吸的声音南方人会珍惜每一次下雪的日子追一场北国的雪阿勒泰禾木,1
Ecco冬季新款越野系列4045到货码物美价美更多信息参考视频解析,4
自制薯条外酥里脆家里只要有土豆就能做酥酥脆脆的薯条从此实现薯条自由孩子们也超喜欢宝宝辅食日记不重样宝宝食谱宝宝辅食达人,1
60秒沉浸式布置床车寝室要几步拥有从上次床车过夜之后睡觉R突然无比怀念大学时光虽然那时候我啥也不懂但傻呵呵的幸福至今记得吃瓜R不能时光倒流回到大学时光那就布置一间梦中寝室送给现在的自己吧爱自己的100种方式虽然现在很多烦恼但不妨碍忙里偷闲把生活过出滋味未来的回忆里也会多一些幸福呀姐妹们今天也要好好爱自己哦飞吻R汽车薯视频薯VLOG薯生活薯日常薯汽车薯视频薯VLOG薯生活薯日常薯床车床车布置沉浸式布置床车改装自改床车床车生活重返校园大学宿舍我回到十七岁的理由我的离职生活爱自己的100种方式浪漫生活的记录者刷到了就是缘分Vlog我的一天我的日常Vlog车载好物提升幸福感的小物玩车的100种方式适合女生开的车新能源汽车SUV纯电车潮酷车生活,4
蛋糕制作用电饭煲就能做出香甜绵软的蛋糕只需要一包蛋糕预拌粉就行了家里有孩子的安排上电饭锅蛋糕大人小孩都爱吃跟着抖音做蛋糕自制蛋糕懒人蛋糕电饭煲做法,1
致敬消防致敬所有逆行者电视剧推荐我的人间烟火名场面致敬消防员,3
大连昨晚多少度一夜之间团灭了贪恋这时候温差的代价再要么美要么死之间它们选择了后者失望R多肉植物多肉控,5
超壮观的生态鸟笼喜欢养鸟的老板们可以了解一下这一款生态鸟笼绝对够壮观观鸟生态鸟笼,4
螺蛳粉就爱加辣加臭的螺霸王螺蛳粉味道正宗又酸又辣配菜很足太好吃了灵魂宵夜螺蛳粉,5
都是露水的惊鸿仙子真好看广西多肉露养多肉富婆珍baby的多肉莳光,5
咳了一个月结果被这个甘蔗头整好了不懂就问有问必答健康养生养生日常咳嗽咳嗽怎么办中医养生中医健康宝宝咳嗽食疗养生孩子咳嗽甘蔗咳嗽怎么办养生茶,1
好帅真的喜灰yc不知喜羊羊与灰太狼苒ranLF酒念薯队长薯队长薯队长,5
闽南婚宴两千多一桌吃过一辈子忘不掉泉州惠安结婚酒席一桌两千多14道菜8个是海鲜道道硬菜吃过一辈子都忘不掉泉州美食宋元中国看泉州它唯一的缺点是本地限定闽南酒席闽南婚宴婚宴吃货薯,5
超好吃的大鸡腿肉质鲜嫩紧实卤得连骨头都很有味真的太爱了大鸡腿,4
炸薯条自己在家动手丰衣足食真材实料才能做出好味道那些尝一口就忘不掉的特色美食炸薯条自制炸薯条美食日常,1
你想和谁坐在这样的窗前他她轻倚流年慢煮生活收藏在窗口的美好你想和谁一起拥有艾特你想艾特的人陪你慢慢变好每秒都值得记录今日快乐今日发拒绝焦虑治愈我拍到的治愈画面治愈系风景我心爱的小角落在平凡日子里热爱生活茶系慢生活,3
好喜欢这个小巷入眼尽是诗意踏入便是烟火你愿意生活在这样的地方吗,5
江南烟雨风风雨雨有我和你同舟共济加油江南烟雨治愈系风景下雨天有氧,1
翻遍全网给姐妹们找到了好吃的糖果一人食吃什么零食糖果好吃的糖果好吃糖果,4
我有个朋友缠着我好长时间让我去她家住去她那玩我都拒绝了说不去她就不非要我去然后我就去了结果太尴尬了我明显感觉得到她家人不是太欢迎外客然后就是睡了一晚第二天早上她家人在另一个屋子问她什么时候回学校还是偷摸问的然后那天还得住一晚就那一瞬间我真的我都想赶紧出去哪怕在外面住我本人贼不喜欢去朋友家住再好的朋友我都不会去感觉太麻烦人家了经过这次我在也不去任何人家里了再怎么缠着我我也绝对不去失望R失望R尴尬,1
支起一个慕斯蛋糕小摊要怎么做越努力越幸运加油摆摊记录摆摊生活,1
一招清除老年人身上的气味这个方法太绝了用茉莉松脂油薄荷各100克煮水放凉我咨询过有关人士也可以用精油代替松脂油就是雪松精油像花露水一样喷在老年人身上异味立即清除如你或亲人朋友有这样的烦恼就赶快试一下吧,4
推荐讯飞键盘第6期可投稿只限5人推荐讯飞键盘键盘推荐键盘讯飞输入法键盘推荐,4
推荐讯飞键盘第11期推荐讯飞键盘第11期之投稿篇投稿懒猫日记懒猫日记讯飞输入法键盘推荐爱官方别限流,4
散装水果冻干有了这我看谁还去奶茶店低至1毛的散装水果冻干别说一天8杯水18杯都不在话下妥妥的吨水神器,4
这就是live图的意义吧温柔瞬间浪漫生活的记录者爱丁堡生活碎片留学英国我的年度live图这才是live图的意义live图动图,5
救命拿错别人快递还吃了现在还是睡不着哭惹R哭惹R哭惹R这周十几个快递买了好多零食哭惹R有几个快递拿回来当时没拆隔了一天拆的拿错的快递是10只虎皮鸡爪哭惹R哭惹R马大哈的我以为是我的吃了两个后知后觉才发现自己不仅拆了别人的快递还动了里面的东西往里面塞了10块钱写了便条请驿站阿姨帮我打包联系原主哭惹R哭惹R哭惹R哭惹R哭惹R哭惹R哭惹R哭惹R哭惹R感觉自己太草率了现在还睡不着,2
打卡画画第12天今年的冬天会更值得期待可爱简笔画画个简笔画每日绘画打卡手绘临摹有趣的Ai,5
loopy这是跳的什么舞呢视频为官方视频二改某些无耻的同行不要乱举报至少我声明了并且剪辑改动了你直接用原视频还当自己是原创了再乱举报我一定把你所有视频举报下架loopy小海狸loopy小海狸露比Loopy,2
推荐甜妹音乐芄梦专属芄梦甜品屋望火芄梦芄梦专话爱官方官方大大求热门爱官方官方大大求热门没流量啦我爱官方大大求流量希望能火呐aaa爱小毛给我流量吸吸,5
手机壁纸马里奥81手机壁纸包含锁屏主屏幕壁纸搞的就是艺术壁纸手机壁纸全屏壁纸高清壁纸可爱壁纸卡通壁纸iphone壁纸锁屏主屏壁纸套图马里奥高级壁纸套图壁纸简约壁纸原创壁纸,5
韩国籍还是中国籍如题江浙沪户口vs韩籍全家都在韩国长居未来没想好去哪工作选哪个啊抓狂R韩籍除了护照还有什么好处吗,1
几栋楼收租还读书上班是不是傻当然不是图二说的很好了其实人如果太闲又没有兴趣爱好很容易精神空虚的加上物质丰富容易被专门针对有钱人做局搞钱的人盯上一不留神就被哄着走歪路掏空积蓄如果有个事情做上个朝九晚五的养生班虽然不能完全避坑但是至少空闲时间大大减少安全系数直线上升害羞R要是运气更好一些还能实现自我价值哇R哇R哇R话说到底啥时候能有几栋楼收租啊doge,1
冬日初营手机壁纸溪水潺潺风景不错iphone壁纸每日壁纸送你好看的手机壁纸全屏壁纸高清壁纸露营原创壁纸小众旅行地笔记灵感,5
后续长记性了关于我在某平台卖二手苹果13后续谢谢大家给我评论出主意钱没有要回来也是怪自己操作失误也给自己长记性别少脑子我先是私信买家买家不理会后面找到平台客服客服也没有联系到买家小法庭也没有用举报也不成功后来像客服申请信息纰漏客服说要法院或者警局的协查函才可以给信息披露报警之后警察说这并非诈骗买家没有诱导我操作什么不能立案并且协查函只有刑事案件才可以由上级批准后面我又去法院法院说要基本信息才能立案立案后才能有协查函我把情况给平台客服反馈平台客服说不可以必须要协查函才能披露这相互矛盾没有协查函不给我披露信息没有信息不能立案就没有协查函后面我又去派出所开了报案证明发给客服客服说不行要不就联系当地网安要不就出示协查函然后我又咨询了律师律师说可以要回但是律师费也差不多这个价格没有意义,5
手机壁纸姓氏壁纸HelloKitty系列绘画壁纸姓氏手机壁纸送你好看的手机壁纸高清壁纸可爱壁纸每日壁纸kittyHelloKitty壁纸,5
没有火鸡的火鸡芝士烤冷面炫我嘴里太好吃了吧特色小吃小吃街头美食街头小吃,4
原来我们所说的英语在老外眼里是这样的就好比你请外国人吃一顿饭他真是场饕餮盛宴没吃之前让我垂涎欲滴我英语外语学外语和外国人聊天留学那些事尴尬,1
有哪些令人窒息的骚操作约我闺蜜去狗咖摸狗我闺蜜说花那冤枉钱干嘛于是领我去狗市从头到尾挨家进去摸,1
清蒸鲈鱼以后做清蒸鲈鱼只要掌握两个步骤做出来肉质鲜嫩无腥味大小朋友非常喜欢清蒸鲈鱼,1
